loggingTime;loggingSample;locationHeadingTimestamp_since1970;locationHeadingX;locationHeadingY;locationHeadingZ;locationTrueHeading;locationMagneticHeading;locationHeadingAccuracy
2022-05-16 09:52:05.736;142;1652687525.695503;-430.5313415527344;895.2614135742188;627.762939453125;-1;98.29457092285156;26
2022-05-16 09:52:05.749;143;1652687525.695503;-430.5313415527344;895.2614135742188;627.762939453125;-1;98.29457092285156;26
2022-05-16 09:52:05.836;144;1652687525.800491;-882.9150390625;-124.2356185913086;1786.832885742188;-1;98.27621459960938;26
2022-05-16 09:52:05.845;145;1652687525.800491;-882.9150390625;-124.2356185913086;1786.832885742188;-1;98.27621459960938;26
2022-05-16 09:52:05.935;146;1652687525.904303;-351.0394287109375;-865.7089233398438;431.0439758300781;-1;98.2515869140625;26
2022-05-16 09:52:05.942;147;1652687525.904303;-351.0394287109375;-865.7089233398438;431.0439758300781;-1;98.2515869140625;26
2022-05-16 09:52:06.033;148;1652687526.008893;-82.20647430419922;-281.4797973632812;-109.9407653808594;-1;98.22456359863281;26
2022-05-16 09:52:06.039;149;1652687526.008893;-82.20647430419922;-281.4797973632812;-109.9407653808594;-1;98.22456359863281;26
2022-05-16 09:52:06.134;150;1652687526.112006;-48.90358352661133;-102.8516616821289;-113.8118057250977;-1;98.20021820068359;26
2022-05-16 09:52:06.135;151;1652687526.112006;-48.90358352661133;-102.8516616821289;-113.8118057250977;-1;98.20021820068359;26
2022-05-16 09:52:06.234;152;1652687526.216374;-43.81610488891602;-75.98980712890625;-87.51438140869141;-1;98.1763916015625;26
2022-05-16 09:52:06.235;153;1652687526.216374;-43.81610488891602;-75.98980712890625;-87.51438140869141;-1;98.1763916015625;26
2022-05-16 09:52:06.298;154;1652687526.269315;-40.56949615478516;-90.01473999023438;-73.91777801513672;-1;98.16517639160156;26
2022-05-16 09:52:06.333;155;1652687526.320642;-35.31466293334961;-130.1095428466797;-62.17671203613281;-1;98.15585327148438;26
2022-05-16 09:52:06.398;156;1652687526.373489;-17.60890579223633;-221.5520935058594;-66.04774475097656;-1;98.14653015136719;26
2022-05-16 09:52:06.435;157;1652687526.373489;-17.60890579223633;-221.5520935058594;-66.04774475097656;-1;98.14653015136719;26
2022-05-16 09:52:06.498;158;1652687526.477469;199.0439758300781;-738.49462890625;-474.0416870117188;-1;98.12374114990234;26
2022-05-16 09:52:06.536;159;1652687526.477469;199.0439758300781;-738.49462890625;-474.0416870117188;-1;98.12374114990234;26
2022-05-16 09:52:06.580;160;1652687526.528378;502.5855102539062;-815.7471923828125;-1210.593505859375;-1;98.11136627197266;26
2022-05-16 09:52:06.632;161;1652687526.580423;713.8831787109375;-179.8733062744141;-1756.600952148438;-1;98.09969329833984;26
2022-05-16 09:52:06.676;162;1652687526.631102;601.222412109375;617.4027709960938;-1481.981567382812;-1;98.09013366699219;26
